stop_point_id,name,latitude,longitude,local_ref,wheelchair,shelter
n9318978725,Aduvasseri,10.1559746,76.3198028,,,no
n9318978726,Kudil Peedika,10.1558891,76.316204,,,no
n9318978727,Kudil Peedika,10.1558394,76.31609,,,yes
n9318978728,Kuttiyal,10.1562727,76.3113127,,,yes
n9318978729,Kollara,10.1561889,76.308584,,,no
n9318978730,Kollara,10.1562524,76.3083858,,,no
n9318978731,School Padi,10.1564612,76.3056262,,,no
n9318978732,School Padi,10.1565919,76.3052561,,,no
n9318978733,Kappela,10.1558992,76.2995603,,,no
n9318978734,Kappela,10.1559654,76.2995967,,,no
n9318978735,Kunnukara,10.1552912,76.2953746,,,no
n9318978736,Theater Padi,10.1546988,76.2936214,,,no
n9318978737,Theater Padi,10.1548073,76.2937037,,,no
n9318978739,MES Collage,10.1544961,76.2889587,,,no
n9318978741,Manjaly Akkara,10.1504038,76.2680573,,,
n9318978742,Thekkethazham,10.1499006,76.2630928,,,yes
n9318978743,Mavinchuvadu,10.1498199,76.2590228,,,no
n9318978744,Palluthazham,10.1497432,76.2402541,,,no
n9318978745,Palluthazham,10.1496679,76.2404194,,,no
n9318978746,Chendamangalam Junction,10.1492024,76.2357918,,,yes
n9318978747,Chalakka Medical Collage,10.1551833,76.2826272,,,yes
n9318978748,Chalakka Medical Collage,10.1552766,76.2824364,,,yes
n9318978749,Chalakka Schoolpadi,10.1549919,76.2798155,,,yes
n9318978750,SNGIST,10.1499675,76.2670418,,,no
n9318978751,Makkanayi Junction,10.1496188,76.2548469,,,no
n9318978752,Mannam Kavala,10.149204,76.2524164,,,no
n9319162420,Seemas,10.1080187,76.3494864,,,no
n9322967975,Naval Base,9.9445556,76.2838598,,,yes
n9322967980,Cochin Shipyard Main Gate,9.9571271,76.2898315,,,no
n9322967984,Koonamthai,10.0334568,76.3132357,,,yes
n9322967985,Pathadipalam,10.0379879,76.3150943,,,yes
n9322967986,South Kalamassery,10.0494665,76.3170451,,,yes
n9322967987,Thaikkavu,10.070315,76.3313389,,,no
n9322967988,Muttom,10.073948,76.3346403,,,yes
n9323206878,Perumbavoor,10.1131968,76.4738386,,,yes
n9323206879,Perumbavoor,10.1150569,76.4742968,,,yes
n9323206881,Millu Padi,10.1144893,76.4688992,,,no
n9323206882,Millu Padi,10.1145638,76.4688198,,,no
n9323206883,Palakkattuthazham,10.1138777,76.4636492,,,no
n9323206884,Mavinchuvadu,10.1118927,76.4611517,,,no
n9323206885,Mavinchuvadu,10.111832,76.4609125,,,no
n9323206886,Pallipadi,10.1104412,76.4597035,,,no
n9323206887,Pallipadi,10.1104449,76.4595578,,,no
n9323206888,Palli Kavala,10.108872,76.4583674,,,yes
n9323206890,Millumpadi,10.1061457,76.4584441,,,no
n9323206891,Millumpadi,10.1059727,76.4583226,,,no
n9323206892,Nedumthod,10.102366,76.4574224,,,no
n9323206893,Nedumthod,10.1022948,76.4572621,,,no
n9323206894,Thandekadu,10.0978151,76.452676,,,no
n9323206895,Thandekadu,10.0977617,76.4524863,,,no
n9323206896,MH kavala,10.0957739,76.4486626,,,no
n9323206897,MH kavala,10.0957491,76.4484762,,,no
n9323206898,Ponjassery Canal,10.0913958,76.444018,,,no
n9323206899,Ponjassery Canal,10.0913167,76.444217,,,yes
n9323206900,Ponjassery,10.0915549,76.4420195,,,no
n9323206901,Ponjassery,10.0915053,76.4418298,,,yes
n9323206902,Nayarupeedika,10.0911516,76.4394882,,,yes
n9323206903,Nayarupeedika,10.0911976,76.4394122,,,yes
n9323206904,Pattipaara,10.089706,76.43625,,,no
n9323206905,Pattipaara,10.0897584,76.436136,,,no
n9323206906,Jamia,10.0893808,76.4334451,,,no
n9323206907,Jamia,10.0893449,76.4336993,,,yes
n9323206908,Chembrakki,10.0882698,76.4263076,,,no
n9323206909,Chembrakki,10.0882386,76.4262359,,,no
n9323206911,Keenpuram,10.0893154,76.4202422,,,no
n9323206912,Keenpuram,10.0895141,76.4205076,,,no
n9323206913,Vazhakkulam Post Office,10.0886301,76.4163732,,,yes
n9323206914,Vazhakkulam Post Office,10.0888178,76.4162106,,,yes
n9323206916,Vazhakkulam,10.0895932,76.4113185,,,no
n9323217717,Vazhakkulam,10.0897367,76.4110607,,,no
n9323217718,MES,10.0888603,76.4050277,,,no
n9323217719,MES,10.0889029,76.4050039,,,no
n9323217720,Sahayi Padi,10.0887735,76.3996438,,,no
n9323217721,Sahayi Padi,10.0888908,76.3994027,,,no
n9323217722,Nalaam Mile,10.0896346,76.3967083,,,yes
n9323217723,Nalaam Mile,10.0897425,76.3966391,,,yes
n9323217725,ISRO,10.0901815,76.3925516,,,no
n9323217726,ISRO,10.0899535,76.392431,,,no
n9323217728,GTN Junction,10.0892995,76.3875503,,,yes
n9323217729,Chunangamveli,10.0869643,76.3833772,,,yes
n9323217730,Chunangamveli,10.0870513,76.3833683,,,yes
n9323217731,Nayarangadi Canal,10.0854282,76.379276,,,yes
n9323217732,Nayarangadi Canal,10.085329,76.3785452,,,yes
n9323217733,Madam,10.0856649,76.3765206,,,yes
n9323217734,Madam,10.085681,76.3760329,,,yes
n9323217735,Choondi,10.0850027,76.3716604,,,no
n9323217736,Choondi,10.0849366,76.371592,,,yes
n9323217738,Colony Padi,10.0875678,76.368103,,,no
n9323217739,Colony Padi,10.0876258,76.3682277,,,no
n9323217741,Cochin Bank,10.0885129,76.3648902,,,no
n9323217742,Cochin Bank,10.0885874,76.3654059,,,no
n9323217743,Ashokapuram,10.089375,76.3629539,,,no
n9323217744,Ashokapuram,10.0894222,76.3631635,,,no
n9323217746,Carmel Hospital,10.0901864,76.3614207,,,yes
n9323217747,Carmel Hospital,10.0902745,76.3615786,,,yes
n9323217748,Andicompany,10.0940291,76.3597444,,,no
n9323217749,Andicompany,10.0941586,76.3597622,,,no
n9323217750,Assisi,10.0960425,76.3588139,,,yes
n9323217751,Assisi,10.0967695,76.3588102,,,yes
n9323217752,Power House,10.1000398,76.3571924,,,yes
n9323217753,Power House,10.0999441,76.3576088,,,yes
n9323217754,Aluva Police Station,10.1028995,76.35848,,,no
n9323217756,Zeenath Junction,10.1044578,76.3588691,,,no
n9323251290,Kaalachantha,10.111617,76.4752863,,,no
n9323251292,Kolancheri Kavala,10.1134819,76.4756557,,,no
n9323770309,KSRTC Market,10.1146718,76.4789978,,,no
n9323770310,Kalady Junction,10.1173641,76.475875,,,no
n9323770311,Govt Hospital,10.1155296,76.480884,,,no
n9323793217,LF Junction,10.1918796,76.387981,,,no
n9323793218,St Antonys School,10.1865919,76.3813519,,,yes
n9323793219,St Antonys School,10.1863912,76.3814995,,,yes
n9323793220,Bank Junction,10.188981,76.3850614,,,yes
n9323793221,Bank Junction,10.189274,76.3851231,,,yes
n9323793222,Ankamaly Private Stand,10.1837585,76.3787985,,,yes
n9323793223,Chungam,10.1914704,76.3866024,,,yes
n9323793224,Chungam,10.1914203,76.3867732,,,yes
n9323793225,T B Junction,10.1957985,76.3884424,,,no
n9323793226,Angamaly Town,10.1920056,76.3885597,,,no
n9323793227,LF Hospital,10.18987,76.3902636,,,no
n9323793228,LF Hospital,10.1899241,76.3902388,,,no
n9323793229,Oliyaan Kappela,10.1885322,76.3927822,,,no
n9323793230,Areekal,10.1871066,76.3957728,,,no
n9323793231,Nayathod Junction,10.1860216,76.3973634,,,no
n9323793232,Kidangoor Road,10.1843611,76.4037122,,,no
n9323793233,Kidangoor Road,10.184175,76.4044652,,,no
n9323793235,Nayarangadi,10.183616,76.4071608,,,no
n9323793236,Nayarangadi,10.1836801,76.4071561,,,no
n9323793237,Millupadi,10.182696,76.4104781,,,yes
n9323793238,Vengoor,10.1817675,76.4122406,,,no
n9323793239,Vengoor,10.181734,76.4121665,,,no
n9323793240,Shappu padi,10.1808731,76.4137205,,,yes
n9323793241,Shappu padi,10.1808975,76.4138724,,,yes
n9323793242,Marottichode,10.1766313,76.4218453,,,yes
n9323793243,Marottichode,10.1758748,76.4223375,,,yes
n9323793244,Mattur junction,10.1708337,76.4291643,,,no
n9323793245,Mattur junction,10.1707591,76.4294641,,,yes
n9323793247,Arogya kendram,10.1693659,76.4324306,,,no
n9323793248,Arogya kendram,10.1691876,76.4324728,,,yes
n9323793257,Kalady,10.1667952,76.4369229,,,yes
n9323793258,Town,10.1648272,76.4396361,,,yes
n9323793259,Town,10.1646833,76.4396172,,,no
n9323793260,Pallipady,10.1564788,76.4461239,,,no
n9323793261,Nambilly,10.1543071,76.448559,,,no
n9323793262,Double Post,10.1494677,76.4547103,,,no
n9323793263,Double Post,10.1496016,76.4546437,,,no
n9323793264,Karikodu,10.1461687,76.4596165,,,no
n9323793265,Karikodu,10.1463653,76.4594993,,,no
n9323793266,Quaters,10.1445883,76.4610555,,,no
n9323793267,Quaters,10.1447194,76.4611337,,,no
n9323793268,Chelamattom,10.1403615,76.4630461,,,no
n9323793269,Chelamattom,10.1404954,76.4631301,,,no
n9323793270,Pallippady,10.1309458,76.470496,,,no
n9323793271,Police Quarters,10.124693,76.473057,,,yes
n9323793272,Police Quarters,10.12476,76.4731808,,,yes
n9323793273,Kanjirakkad,10.1226037,76.4733067,,,no
n9323793274,Kanjirakkad,10.1223436,76.4732879,,,no
n9326742033,Muttom,10.0739679,76.3348966,,,no
n9327136603,Mattancherry Halt,9.9376241,76.2724831,,,no
n9327136604,Wellington Island,9.9692033,76.2593326,,,no
n9327136605,Wellington Island,9.9683791,76.2605989,,,no
n9327136606,Indian Oil,9.9670727,76.2622699,,,no
n9327136607,Indian Oil,9.9672048,76.2623101,,,no
n9327136608,Indiraghadhi Road,9.9656819,76.2639584,,,no
n9327136609,Indiraghadhi Road,9.965769,76.2640174,,,no
n9327136610,DLB,9.9641404,76.2652659,,,no
n9327136611,DLB,9.9640374,76.2652016,,,no
n9327136612,Fire Station,9.9630494,76.2659673,,,no
n9327136613,Fire Station,9.9624919,76.2665065,,,no
n9327136614,Mattancheri Wharf,9.9605209,76.2672219,,,yes
n9327136615,Mattancheri Wharf,9.9605486,76.2670744,,,yes
n9327136616,Gate,9.954515,76.2685463,,,no
n9327187817,Good Shed,9.9530911,76.268494,,,no
n9327187818,Good Shed,9.9529999,76.2683465,,,no
n9327187819,HHA,9.9509829,76.2685007,,,no
n9327187820,HHA,9.9511071,76.2683572,,,no
n9327187821,CSL ISRF,9.9455849,76.2685275,,,no
n9327187822,Lakshadeep Wharf,9.9488621,76.2684705,,,no
n9327187823,CIFT Junction,9.9389365,76.2697003,,,no
n9327187824,CIFT,9.9383962,76.2694837,,,no
n9327187825,Gate,9.9544232,76.2683753,,,no
n9327187826,Lakshadeep Wharf,9.9487901,76.2683954,,,no
n9327187827,CSL ISRF,9.9455327,76.2683988,,,yes
n9327187829,CPT Junction,9.9357753,76.2712587,,,yes
n9328870101,Thevara,9.9496589,76.2920142,,,yes
n9328870104,Palarivattam Metro,10.0062459,76.3049305,,,
n9328870107,Cochin University,10.0468979,76.3184193,,,no
n9328870108,Premier Junction,10.0580596,76.3219055,,,no
n9329379289,Pulinchodu,10.0993132,76.3473115,,,yes
n9329818051,Willingdon Island,9.960643,76.2682069,,,no
n9329818052,Willingdon Island,9.9607553,76.2682462,,,yes
n9333280444,Company Pady,9.8090461,76.2758969,,,no
n9333280445,Company Pady,9.8090098,76.27597,,,no
n9333280447,Cinema Theater,9.8049389,76.2767733,,,no
n9333280448,Cinema Theater,9.8048761,76.2768571,,,no
n9333280450,Colony,9.8013073,76.277358,,,
n9333280451,Colony,9.8012155,76.2774961,,,
n9333280452,Malikapparambu,9.7980326,76.2781942,,,no
n9333280453,Malikapparambu,9.7979645,76.2782706,,,no
n9333280456,Society,9.7945622,76.2777583,,,no
n9333280457,Society,9.7944948,76.2778214,,,no
n9333280458,Chellanam,9.7910102,76.277969,,,no
n9333280459,Chellanam,9.7910138,76.2782105,,,yes
n9333311716,Bazar,9.8288231,76.2717985,,,no
n9333314517,Bazar,9.8286645,76.2717649,,,yes
n9333314518,Vadakkepally,9.8240871,76.2729894,,,no
n9333314519,Vadakkepally,9.8234449,76.2730604,,,yes
n9333314520,Malaghapady,9.8186969,76.2741856,,,no
n9333314521,Malaghapady,9.8190735,76.2741508,,,no
n9333314523,Gonduparambu,9.8147706,76.2750476,,,no
n9333314524,Gonduparambu,9.8151649,76.2751165,,,no
n9333324149,Puthanthodu Paalam,9.8688703,76.2666808,,,yes
n9333324150,Puthanthodu Paalam,9.8686523,76.2667908,,,no
n9333324151,Chalipuram,9.8645259,76.2678073,,,no
n9333324152,Chalipuram,9.8647915,76.2678342,,,yes
n9333324153,Kandakadavu School,9.8616469,76.2685315,,,no
n9333324154,Kandakadavu School,9.8615412,76.2684792,,,yes
n9333324155,Kumbalangi Vazhi,9.8561582,76.2700725,,,
n9333324156,Kumbalangi Vazhi,9.8559547,76.2700751,,,
n9333324157,Kandakadavu,9.8553746,76.2675163,,,no
n9333324158,Kandakadavu,9.8554552,76.2672038,,,yes
n9333324162,Chellanam Panchayath,9.8514596,76.266713,,,no
n9333324163,Chellanam Panchayath,9.8512627,76.26665,,,yes
n9333324164,Ambalam,9.8472604,76.2677792,,,no
n9333324165,Ambalam,9.8470053,76.2677751,,,yes
n9333324166,Chaalakkadav,9.8436121,76.268726,,,
n9333324167,Chaalakkadav,9.8434258,76.2687032,,,no
n9333324168,Maruvakkadu,9.8371691,76.2700416,,,no
n9333324169,Maruvakkadu,9.8370211,76.2700054,,,no
n9333324170,Velankanni Palli,9.8323024,76.2707712,,,no
n9333324171,Velankanni Palli,9.832157,76.270676,,,no
n9333330074,Cheriyakadavu Company Pady,9.8896187,76.2602046,,,yes
n9333330075,Cheriyakadavu Company Pady,9.8893227,76.2602073,,,no
n9333330076,Police Station,9.88607,76.2610911,,,yes
n9333330077,Police Station,9.8859775,76.2610374,,,yes
n9333330080,Water Tank,9.884618,76.2613741,,,yes
n9333330081,Water Tank,9.884618,76.2615001,,,yes
n9333330082,Kannamali Shap,9.8801827,76.2626843,,,yes
n9333330083,Kannamali Shap,9.8802012,76.2626159,,,yes
n9333330084,Kannamali Palli,9.8757077,76.2640764,,,no
n9333330085,Kannamali Palli,9.8753787,76.2643003,,,no
n9333330086,Balummel,9.8730467,76.265333,,,no
n9333330087,Balummel,9.8732,76.2653437,,,yes
n9333352029,Cheriyakadavu Shap,9.8988628,76.2579033,,,yes
n9333352030,Cheriyakadavu Shap,9.8987624,76.2578309,,,yes
n9333352031,Cheriyakadavu Palli,9.8939746,76.2589869,,,no
n9333352032,Cheriyakadavu Palli,9.8941424,76.2590231,,,no
n9333383676,Manassery,9.9216107,76.2505567,,,yes
n9333383677,Manassery,9.9215222,76.2504816,,,yes
n9333383685,Kaithaveli,9.9168087,76.2521084,,,no
n9333383686,Kaithaveli,9.9166224,76.2520587,,,no
n9333383691,Kattiparambu,9.9111373,76.2536238,,,no
n9333383692,Kattiparambu,9.911309,76.2536506,,,no
n9333383697,CMS,9.9046877,76.2562235,,,yes
n9333383698,CMS,9.9047081,76.2561578,,,yes
n9333422041,Kazhuthumuttu,9.9350532,76.2556796,,,no
n9333422042,Kazhuthumuttu,9.9351702,76.2556312,,,no
n9333422043,Parippu Junction,9.9354296,76.2526483,,,no
n9333422044,Parippu Junction,9.9355057,76.2526168,,,no
n9333422045,South MoolamKuzhi,9.9351868,76.2492371,,,
n9333422046,South MoolamKuzhi,9.935165,76.2487221,,,no
n9333422049,Pappangamukku,9.9349576,76.2461934,,,no
n9333422050,Pappangamukku,9.9347503,76.2461586,,,yes
n9333422059,Saudi Palli,9.9286069,76.2481964,,,no
n9333422060,Saudi Palli,9.9289477,76.2481588,,,yes
n9333422064,Society,9.9258552,76.2490614,,,no
n9333422065,Society,9.9257495,76.2490158,,,no
n9333520225,Model Technical School,9.9962388,76.2935137,,,no
n9333520226,Model Technical School,9.9962092,76.2938066,,,yes
n9333520227,GOVT High School,10.0133974,76.3025701,,,yes
n9333520228,Premier Junction,10.0582128,76.3216218,,,no
n9333520229,Aluva Palace,10.1127353,76.3566555,,,no
n9333520230,Najath Hospital,10.1095705,76.3518906,,,no
n9333520231,Cochin Shipyard Main Gate,9.957341,76.2898398,,,no
n9333852887,Kakkanad,10.0209145,76.3434277,,,no
n9333852888,Kakkanad Civil Station,10.0184476,76.3438402,,,
n9333852890,Hospital,10.020215,76.343185,,,no
n9333852891,Ambadimoola,10.0215832,76.3378256,,,yes
n9333852892,Kunnumpuram,10.0173653,76.335982,,,no
n9333852893,Kunnumpuram,10.0177179,76.3360581,,,no
n9333852894,Colony Junction,10.0132182,76.3303021,,,yes
n9333852895,Vazhakkala,10.0121558,76.325571,,,no
n9333852896,Padivattom,10.0069691,76.3154963,,,yes
n9333852897,Pipeline Junction,10.0051879,76.313429,,,yes
n9334064927,KV,9.9556715,76.2697385,,,no
n9334125846,KV,9.9553604,76.2699095,,,yes
n9334232656,Cherai Beach Junction,10.1432547,76.192053,,,no
n9334232657,Cherai Beach Junction,10.1432715,76.1921931,,,no
n9334232661,Dispensary,10.1541361,76.1884035,,,no
n9334232664,Pallippuram Post Office,10.1728927,76.1765402,,,no
n9334232665,Pallippuram Post Office,10.1730732,76.1766255,,,no
n9334232666,Sree Krishna Temple,10.1793469,76.1730144,,,
n9334232667,Sree Krishna Temple,10.1782814,76.1732941,,,
n9334232668,St Joseph LP School,10.1814513,76.1747382,,,no
n9334232669,St Joseph LP School,10.1815013,76.1746474,,,no
n9334239959,Kaalamukk,9.9846556,76.2408575,,,no
n9334239960,Kaalamukk,9.9845634,76.2407756,,,no
n9334239961,Belbo Junction,9.9921714,76.2383169,,,no
n9334239962,Belbo Junction,9.992187,76.2383687,,,no
n9334239963,Puthuvype Village Office,10.0059333,76.232058,,,no
n9334239964,Puthuvype Village Office,10.0060378,76.2321564,,,no
n9334743250,Mattancherry Government Hospital,9.9593729,76.2597618,,,
n9334743251,Mattancherry Government Hospital,9.9592796,76.2597237,,,
n9334743252,Kappalandi Mukk,9.9521301,76.2576047,,,no
n9334743253,Chakkamadam,9.9548295,76.2578749,,,yes
n9334743255,Anavathil,9.9577238,76.2579662,,,no
n9334743256,Anavathil,9.9579418,76.2580351,,,no
n9334743257,Star Junction,9.9592795,76.2580963,,,no
n9334743258,Mattancherry,9.958529,76.2599994,,,no
n9336655770,Shappupadi,10.0843944,76.2691478,,,
n9336655773,Chettibhagam Junction,10.0788211,76.2707142,,,no
n9336655774,SNDP Junction,10.0800992,76.2731999,,,no
n9336655775,SNDP Junction,10.0802642,76.2732294,,,no
n9336655777,Bramasthanam,10.0467175,76.2968096,,,yes
n9336655778,Bramasthanam,10.0471151,76.296224,,,yes
n9336779664,Edappally Junction,10.0238392,76.3076871,,,yes
n9336869609,Maharajas Ground Metro,9.9729193,76.2851894,,,yes
n9336869610,Shenoys,9.9768247,76.2842546,,,yes
n9338216873,Kacheripadi,9.986486,76.2830799,,,
n9338216874,Kasba Police Station,9.9888359,76.2825352,,,no
n9338216875,Kasba Police Station,9.9886405,76.2825004,,,no
n9338216876,Cemetery Mukk,9.9921466,76.2814921,,,
n9338216877,Cemetery Mukk,9.991767,76.2814288,,,
n9338216878,Ayyappankavu,9.9961081,76.2804066,,,no
n9338216879,Lourde's Hospital,10.0059858,76.2765984,,,no
n9338216880,School Padi,10.0094095,76.2761193,,,no
n9338216881,Pachalam Junction,10.0012282,76.2793371,,,no
n9338216886,School Padi,10.0098646,76.2775679,,,no
n9338216887,Vaduthala Gate,10.0129854,76.2770073,,,no
n9338216888,Vaduthala,10.020558,76.2742004,,,no
n9338216889,Vaduthala,10.0204286,76.2744203,,,no
n9338216890,Vaduthala Palli,10.0218232,76.2740972,,,yes
n9338216891,Vaduthala Palli,10.0217598,76.2739053,,,no
n9338216892,Vaduthala Palam,10.0239468,76.2738866,,,no
n9338216893,Vaduthala Palam,10.0236642,76.2739697,,,no
n9338216894,Divine Nagar,10.0285914,76.2751298,,,
n9338216895,Divine Nagar,10.0287354,76.2752733,,,
n9338216896,South Chittoor Palli,10.0305023,76.2752652,,,no
n9338216897,South Chittoor Palli,10.0308616,76.2749889,,,no
n9338216898,Chittoor Temple,10.0331898,76.2740951,,,yes
n9338216899,Chittoor Temple,10.0332274,76.2741447,,,no
n9338216900,HMC,10.0350511,76.2756421,,,no
n9338216901,HMC,10.0351337,76.2756649,,,no
n9338216902,Shap Pady,10.0374909,76.2752658,,,no
n9338216903,Shap Pady,10.0375643,76.2750586,,,no
n9338216904,Panchayath,10.0397125,76.2797183,,,no
n9338216905,Panchayath,10.0398421,76.2797671,,,no
n9338216906,Edayakunnam,10.0399657,76.2855592,,,yes
n9338216907,Edayakunnam,10.0400113,76.2853068,,,yes
n9338216909,Jayakerala,10.0421009,76.2876325,,,yes
n9338216910,Jayakerala,10.0420457,76.2876727,,,yes
n9338216911,Kappela,10.046833,76.2868656,,,
n9338216912,Kappela,10.0465536,76.2866464,,,
n9338216913,Pallikavala,10.0487955,76.2907223,,,no
n9338216914,Vishnupuram Temple,10.0511623,76.2895034,,,no
n9338216915,Cheranalloor Bagavathy Temple,10.0537402,76.2882699,,,
n9338216916,Cheranalloor Bagavathy Temple,10.0536586,76.2885039,,,
n9338240417,Kacheripadi,10.0569614,76.287613,,,no
n9338240418,Naduvilapalli,10.058776,76.2868073,,,no
n9338240419,Naduvilapalli,10.0590977,76.286856,,,no
n9338240420,Shappumpady,10.0616179,76.2859492,,,no
n9338240421,Shappumpady,10.0623617,76.2859933,,,no
n9338240422,Cheranalloor,10.0687658,76.2834091,,,no
n9338240423,Bankpady,10.064095,76.2851837,,,no
n9338240424,Bankpady,10.0640662,76.2853885,,,no
n9338240425,Cheranalloor,10.0689674,76.2833993,,,no
n9338448707,KB Hospital,10.1586584,76.3563743,,,no
n9338448708,Millumpady,10.1620716,76.3566645,,,no
n9338448709,Meikkad,10.1725471,76.3533159,,,yes
n9338448711,Manakkapadi,10.1756228,76.3600131,,,yes
n9338448712,Fire Station,10.1779726,76.3742045,,,no
n9338448713,Nedumbassery,10.1594696,76.3594959,,,yes
n9338448714,Nedumbassery,10.1596336,76.3593342,,,yes
n9338448715,Kariyad Junction,10.1622969,76.368466,,,yes
n9338448716,Angamaly South,10.1747183,76.3749966,,,yes
n9338514717,Bombay Oils,10.177111,76.3720472,,,no
n9338514718,TELK,10.1785405,76.3781699,,,yes
n9338514719,TELK,10.1783557,76.3783427,,,yes
n9338514721,KSRTC,10.1965874,76.3853155,,,yes
n9338514722,Angamaly Town,10.1954356,76.3858282,,,no
n9338514723,KSRTC,10.1947784,76.3860757,,,yes
n9339562611,Kombara Junction,9.9873745,76.2768371,,,no
n9339562612,Saritha,9.9852189,76.2770586,,,yes
n9340054458,Oberon Mall,10.0142255,76.3113919,,,yes
n9340054459,Oberon Mall,10.0141093,76.3116454,,,
n9340054460,Edappally Junction,10.0235744,76.3086976,,,yes
n9340237034,Vattaparambu Junction,10.194369,76.3422319,,,no
n9341633058,Mallu Junction,10.1927956,76.3429387,,,no
n9341633059,Mallu Junction,10.1927904,76.3428314,,,no
n9341633060,Mallussery,10.1888147,76.3446218,,,no
n9341633061,Anappara,10.1751476,76.3528186,,,yes
n9341633062,Meikkad,10.1725841,76.3530332,,,yes
n9341633063,karakkattukkunnu,10.1676208,76.3546103,,,
n9341633064,Millumpady,10.1621557,76.3564181,,,no
n9342601582,Cochin Shipyard,9.9537047,76.2929256,,,no
n9342601583,Ernakulam Boat Jetty,9.9723852,76.2797445,,,no
n9342601584,Medical Trust Hospital,9.9632554,76.288121,,,yes
n9342601588,North Kalamassery,10.0600351,76.3222871,,,yes
n9342601590,Collectorate Signal,10.0681374,76.329124,,,no
n9342601591,Collectorate Signal,10.0682325,76.329588,,,no
n9342601592,Pulinchodu Metro Station,10.095504,76.3465101,,,no
n9342601593,Pulinchodu Metro Station,10.0954194,76.3467327,,,no
n9343010598,Edappally Junction,10.024969,76.3080204,,,yes
n9343010599,Aluva Metro Station,10.1098953,76.3494739,,,yes
n9343570716,Shanmugapuram,10.0046888,76.2787373,,,no
n9344277805,Thrippunithura,9.9433968,76.3462016,,no,yes
n9344277806,Taluk Hospital,9.942215,76.346143,,,no
n9344277807,Gandhi Square,9.942717,76.3352032,,,no
n9344277808,Gandhi Square,9.9428358,76.3351157,,,no
n9344277809,Jayanthi Road Junction,9.9411458,76.3320181,,,yes
n9344277810,Jayanthi Road Junction,9.9410956,76.3322112,,,no
n9344277811,Maradu,9.9386954,76.3276622,,,yes
n9344277813,Maradu,9.9385606,76.3277386,,,yes
n9344277814,Pallinada,9.9383453,76.3234109,,,no
n9344277815,Pallinada,9.9384959,76.3233116,,,no
n9344277816,P S Mission Hospital,9.937846,76.322051,,,no
n9344283617,P S Mission Hospital,9.9380494,76.3220698,,,no
n9344283618,Kundanoor Junction,9.9367681,76.318371,,,yes
n9344283621,Bund,9.9449475,76.3180504,,,yes
n9344283622,Bund,9.9454178,76.3183241,,,yes
n9344283623,Thykoodam,9.958555,76.318605,,,yes
n9344283624,Sub Station,9.9628129,76.3185722,,,no
n9344283626,Vyttila Junction,9.9688797,76.3169709,,,no
n9345870247,Vyttila Devaswom Board,9.9665958,76.3193803,,,no
n9346401763,Varapuzha,10.0751318,76.2713157,,,yes
n9346401764,Varapuzha,10.0751081,76.2714619,,,yes
n9346401765,Chettibhagam Junction,10.0788157,76.2709479,,,no
n9346401766,Puthanpilly,10.0818157,76.2698123,,,no
n9346401767,Puthanpilly,10.0817655,76.2696701,,,no
n9346401768,Shappupadi,10.0840363,76.26919,,,
n9346401769,Ashupathri Padi,10.1013689,76.2659003,,,no
n9346401770,Ashupathri Padi,10.1014217,76.2659492,,,no
n9346401771,Pazhampilly,10.1018627,76.2701348,,,yes
n9346401772,Pazhampilly,10.1019194,76.2701791,,,yes
n9346401773,Madambi,10.1017953,76.2736559,,,no
n9346401774,Madambi,10.1017082,76.2735768,,,no
n9346401775,Kongorpilly,10.1007027,76.2775927,,,no
n9346401776,Kongorpilly,10.10072,76.2774317,,,no
n9346401777,GOVT School,10.105413,76.2783001,,,no
n9346401778,karingamthuruth,10.1085335,76.2788694,,,no
n9346401780,Neerkodu Paalam,10.1095138,76.2800623,,,no
n9346401781,Neerkodu Paalam,10.1094814,76.2802058,,,yes
n9346401782,Colonypady,10.1115186,76.2825313,,,no
n9346401783,Colonypady,10.1114929,76.2824576,,,no
n9346401784,Pallipady,10.1152134,76.2836123,,,no
n9346401785,Pallipady,10.115152,76.2835311,,,no
n9346401786,Neerkodu,10.1176235,76.283403,,,yes
n9346401787,Neerkodu,10.1177773,76.283574,,,yes
n9346401788,Puthiya Road,10.1187959,76.2898343,,,yes
n9346401789,Puthiya Road,10.1189068,76.2899657,,,yes
n9346401790,Kallu Paalam,10.1199643,76.2957204,,,no
n9346401791,Kallu Paalam,10.1200343,76.2960074,,,no
n9346401792,Alangad Kavu,10.1216958,76.2982129,,,no
n9346401793,Alangad Kavu,10.1215836,76.2980117,,,yes
n9346401794,Alangad,10.122416,76.3014912,,,no
n9346401795,Alangad,10.1223289,76.3013316,,,no
n9346401796,KEM HIgh School,10.1287303,76.30152,,,no
n9346401797,KEM HIgh School,10.128686,76.3014818,,,no
n9346401798,Kottappuram,10.1287537,76.303069,,,no
n9346401799,Kottappuram,10.1288883,76.3032541,,,no
n9346401800,Palakkal,10.1259865,76.3155627,,,no
n9346401801,Mariyapadi,10.126372,76.3207474,,,no
n9346401802,Valyappanpadi,10.1263509,76.324878,,,no
n9346401803,UC College,10.1251786,76.3336046,,,no
n9346401804,UC College,10.1257198,76.3325424,,,no
n9347143279,Bot Palam,9.9309592,76.267449,,,yes
n9347272381,Pallimukku Junction,9.9648273,76.2868426,,,no
n9347272382,HMT Junction,10.0557751,76.3221154,,,yes
n9347272383,Kendriya Vidhyalayam,10.0650284,76.3316372,,,yes
