line_id,route_id,line_name,route_name,direction
r10831465,r10524210,Vypin ↔ Fort Kochi (Ro Ro),Ro Ro: Vypin → Fort Kochi,unknown
r10831465,r10524211,Vypin ↔ Fort Kochi (Ro Ro),Ro Ro: Fort Kochi → Vypin,unknown
r10831516,r10525436,High Court ↔ Nedungad (via Vypin),High Court → Nedungad (via Vypin),forward
r10831516,r10525435,High Court ↔ Nedungad (via Vypin),Nedungad → High Court,unknown
r10831517,r10524079,Manjanakad ↔ High Court,Manjanakad → High Court,forward
r10831517,r10524080,Manjanakad ↔ High Court,High Court → Manjanakad,backward
r10831518,r10523910,North Paravur ↔ High Court (via Vypin),High Court → Vypin → North Paravur,unknown
r10831518,r10519399,North Paravur ↔ High Court (via Vypin),North Paravur → Vypin → High Court,unknown
r12759113,r10592288,Munambam ↔ High Court (via Vypin),High Court → Munambam (via Vypin),unknown
r12759113,r10592287,Munambam ↔ High Court (via Vypin),Munambam → High Court (via Vypin),forward
r12759289,r12740709,North Paravur ↔ Ernakulam Boat Jetty,Ernakulam Boat Jetty → North Paravur,backward
r12759289,r12759262,North Paravur ↔ Ernakulam Boat Jetty,North Paravur → Ernakulam Boat Jetty,forward
r13374892,r12376735,North Paravur ↔ Kottuvally South (via Athani),Kottuvally South → North Paravur,unknown
r13374892,r12376660,North Paravur ↔ Kottuvally South (via Athani),North Paravur → Kottuvally South,unknown
r13374893,r10528761,North Paravur ↔ Munambam,Munambam → North Paravur,backward
r13374893,r10528762,North Paravur ↔ Munambam,North Paravur → Munambam,forward
r13478965,r13479120,North Paravur ↔ Ezhikkara,Ezhikkara → North Paravur,backward
r13478965,r13478964,North Paravur ↔ Ezhikkara,North Paravur → Ezhikkara,forward
r13489073,r13489398,Fort Kochi ↔ Edakochi,Fort Kochi → Edakochi,forward
r13489073,r13489072,Fort Kochi ↔ Edakochi,Edakochi → Fort Kochi,backward
r13497147,r13497146,High Court ↔ Panambukad (Vallarpadam),High Court → Panambukad (Vallarpadam),forward
r13497147,r13497384,High Court ↔ Panambukad (Vallarpadam),Panambukad (Vallarpadam) → High Court,backward
r13498566,r13498565,Ernakulam ↔ Vypin,Ernakulam → Vypin,forward
r13498566,r13498564,Ernakulam ↔ Vypin,Vypin → Ernakulam,backward
r13498742,r13498741,Ernakulam ↔ Fort Kochi,Ernakulam → Fort Kochi,forward
r13498742,r13498740,Ernakulam ↔ Fort Kochi,Fort Kochi → Ernakulam,backward
r13498857,r13498856,Ernakulam ↔ Fort Kochi via Wellington Island,Ernakulam → Fort Kochi via Wellington Island,forward
r13498857,r13498855,Ernakulam ↔ Fort Kochi via Wellington Island,Fort Kochi → Ernakulam via Wellington Island,unknown
r13500567,r13500566,"Vyttila Mobility Hub ↔ Vyttila Mobility Hub (clockwise, via Kadavanthra and Palarivattam bypass)",Vyttila Mobility Hub → Vyttila Mobility Hub,unknown
r13500673,r13500672,"Vyttila Mobility Hub ↔ Vyttila Mobility Hub (anti-clockwise, via Thamannam and Kadavanthara)",Vyttila Mobility Hub → Thamannam → Palarivattom → Vyttila Mobility Hub,unknown
r13500936,r13500934,Fort Kochi ↔ Kumbalangi,Fort Kochi → Kumbalangi,forward
r13500936,r13500935,Fort Kochi ↔ Kumbalangi,Kumbalangi → Fort Kochi,backward
r13510567,r13510566,Aluva ↔ Fort Kochi via Menaka,Aluva → Fort Kochi,unknown
r13510567,r13531007,Aluva ↔ Fort Kochi via Menaka,Fort Kochi → Aluva,unknown
r13526775,r13526774,Aluva ↔ North Paravur,Aluva → North Paravur,forward
r13526775,r13526773,Aluva ↔ North Paravur,North Paravur → Aluva,backward
r13531471,r13531470,Aluva ↔ Perumbavoor (via Rajagiri),Aluva → Perumbavoor,unknown
r13531471,r13531469,Aluva ↔ Perumbavoor (via Rajagiri),Perumbavoor → Aluva,unknown
r13531919,r13531918,Ankamaly ↔ Perumbavoor,Ankamaly → Perumbavoor,forward
r13531919,r13531917,Ankamaly ↔ Perumbavoor,Perumbavoor → Ankamaly,backward
r13531974,r13531973,Ankamaly ↔ Kalady,Ankamaly → Kalady,forward
r13531974,r13531972,Ankamaly ↔ Kalady,Kalady → Ankamaly,backward
r13534968,r13534966,Aluva ↔ Perumpadappu,Aluva → Perumpadappu,forward
r13534968,r13538006,Aluva ↔ Perumpadappu,Perumpadappu → Aluva,backward
r13535512,r13535511,Fort Kochi ↔ Wellington Island,Fort Kochi → Wellington Island,forward
r13535512,r13535510,Fort Kochi ↔ Wellington Island,Wellington Island → Fort Kochi,backward
r13539090,r13539089,Aluva ↔ Wellington Island,Aluva → Wellington Island,forward
r13539090,r13539088,Aluva ↔ Wellington Island,Wellington Island → Aluva,backward
r13544303,r13544302,Aluva ↔ Chellanam (via Menaka),Aluva → Chellanam,unknown
r13544303,r13544301,Aluva ↔ Chellanam (via Menaka),Chellanam → Aluva,unknown
r13544888,r13544887,Fort Kochi ↔ Kakkanad (via Menaka),Fort Kochi → Kakkanad,unknown
r13544888,r13544886,Fort Kochi ↔ Kakkanad (via Menaka),Kakkanad → Fort Kochi,unknown
r13545124,r13545123,Aluva ↔ Thoppumpady via Menaka,Aluva → Thoppumpady,unknown
r13545124,r13545122,Aluva ↔ Thoppumpady via Menaka,Thoppumpady → Aluva,unknown
r13546166,r13546165,Mattancherry ↔ Edakochi,Mattancherry → Edakochi,forward
r13546166,r13546164,Mattancherry ↔ Edakochi,Edakochi → Mattancherry,backward
r13546546,r13546545,Kakkanad ↔ Thevara,Kakkanad → Thevara,forward
r13546546,r13546544,Kakkanad ↔ Thevara,Thevara → Kakkanad,backward
r13548914,r13548913,Kaloor ↔ North Paravur,Kaloor → SNDP Junction → North Paravur,forward
r13548914,r13548912,Kaloor ↔ North Paravur,North Paravur → Kaloor,backward
r13548914,r13549125,Kaloor ↔ North Paravur,Kaloor → Chettibhagam → North Paravur,forward
r13549451,r13549450,Aluva ↔ Fort Kochi via Padma,Aluva → Fort Kochi,unknown
r13549451,r13549449,Aluva ↔ Fort Kochi via Padma,Fort Kochi → Aluva,unknown
r13551368,r13551367,Ankamaly ↔ North Paravur,Ankamaly → North Paravur,forward
r13551368,r13551366,Ankamaly ↔ North Paravur,North Paravur → Ankamaly,backward
r13551491,r13551490,Cheranellore ↔ Mattancherry (via Chittoor),Cheranellore → Mattancherry,unknown
r13551491,r13551489,Cheranellore ↔ Mattancherry (via Chittoor),Mattancherry → Cheranellore,unknown
r13552378,r13552377,Chittortemple ↔ Mattancherry,Chittortemple → Mattancherry,forward
r13552378,r13552376,Chittortemple ↔ Mattancherry,Mattancherry → Chittortemple,backward
r13553060,r13553059,Aluva ↔ Mattancherry via Padma,Aluva → Mattancherry,unknown
r13553060,r13553058,Aluva ↔ Mattancherry via Padma,Mattancherry → Aluva,unknown
r13553068,r13553067,North Paravur ↔ Vyttila (via Koonammavu),North Paravur → Vyttila,unknown
r13553068,r13553066,North Paravur ↔ Vyttila (via Koonammavu),Vyttila Mobility Hub → North Paravur,unknown
r13553738,r13553737,Aluva ↔ Cochinshipyard,Aluva → Cochinshipyard,forward
r13553738,r13553736,Aluva ↔ Cochinshipyard,Cochinshipyard → Aluva,backward
r13555115,r13555114,Aluva ↔ Elavoor,Aluva → Elavoor,forward
r13555115,r13555113,Aluva ↔ Elavoor,Elavoor → Aluva,backward
r13556486,r13556485,Aluva ↔ Thevara,Aluva → Thevara,forward
r13556486,r13556484,Aluva ↔ Thevara,Thevara → Aluva,backward
r13557270,r13557269,Chittortemple ↔ Kumbalangi,Chittortemple → Kumbalangi,forward
r13557270,r13557268,Chittortemple ↔ Kumbalangi,Kumbalangi → Chittoor Temple,unknown
r13561115,r13561114,Kakkanad ↔ Perumpadappu (via Menaka),Kakkanad → Perumpadappu,unknown
r13561115,r13561113,Kakkanad ↔ Perumpadappu (via Menaka),Perumpadappu → Kakkanad,unknown
r13561410,r13561409,Aluva ↔ Varapuzha (via Kodungalloor),Aluva → Varapuzha,unknown
r13561410,r13561408,Aluva ↔ Varapuzha (via Kodungalloor),Varapuzha → Aluva,unknown
r13561807,r13561806,Cheranellore ↔ Thevara,Cheranellore → Thevara,forward
r13561807,r13561805,Cheranellore ↔ Thevara,Thevara → Cheranellore,backward
r13562297,r13562295,Mattancherry ↔ Kumbalangi,Kumbalangi → Mattancherry,backward
r13562297,r13562296,Mattancherry ↔ Kumbalangi,Mattancherry → Kumbalangi,forward
r13562583,r13562582,Aluva ↔ Ernakulam South,Aluva → Ernakulam South,forward
r13562583,r13562581,Aluva ↔ Ernakulam South,Ernakulam South → Aluva,backward
r13562613,r13562612,Aluva ↔ Thevara (via NAD and Padma),Aluva → Thevara,unknown
r13562613,r13562611,Aluva ↔ Thevara (via NAD and Padma),Thevara → Aluva,unknown
r13562704,r13562702,Fort Kochi ↔ Perumpadappu,Fort Kochi → Perumpadappu,forward
r13562704,r13562703,Fort Kochi ↔ Perumpadappu,Perumpadappu → Fort Kochi,backward
r13562782,r13562780,Aluva ↔ Mattancherry via Menaka,Aluva → Mattancherry,unknown
r13562782,r13562781,Aluva ↔ Mattancherry via Menaka,Mattancherry → Aluva,unknown
r13563616,r13563615,Cheranellore ↔ Fort Kochi (via Menaka),Cheranellore → Fort Kochi,unknown
r13563616,r13563614,Cheranellore ↔ Fort Kochi (via Menaka),Fort Kochi → Cheranellore,unknown
r13563806,r13563804,Aluva ↔ Konthuruthy,Aluva → Konthuruthy,forward
r13563806,r13563805,Aluva ↔ Konthuruthy,Konthuruthy → Aluva,backward
r13568407,r13568406,Chittoor Temple ↔ Edakochi,Chittoor Temple → Edakochi,forward
r13568407,r13568405,Chittoor Temple ↔ Edakochi,Edakochi → Chittoor Temple,backward
r13570055,r13570053,Chellanam ↔ Vyttila,Chellanam → Vyttila,forward
r13570055,r13570054,Chellanam ↔ Vyttila,Vyttila → Chellanam,backward
r13570067,r13570066,Aluva ↔ Kumbalangi,Aluva → Kumbalangi,forward
r13570067,r13570065,Aluva ↔ Kumbalangi,Kumbalangi → Aluva,backward
r13570075,r13570073,Wellington Island ↔ Kumbalangi,Kumbalangi → Wellington Island,backward
r13570075,r13570074,Wellington Island ↔ Kumbalangi,Wellington Island → Kumbalangi,forward
r13570706,r13570705,Eloor ↔ Fort Kochi,Eloor → Fort Kochi,forward
r13570706,r13570704,Eloor ↔ Fort Kochi,Fort Kochi → Eloor,backward
r13571046,r13571045,Chittortemple ↔ Panangad,Chittortemple → Panangad,forward
r13571046,r13571044,Chittortemple ↔ Panangad,Panangad → Chittortemple,backward
r13571066,r13571064,Cheranellore ↔ Panangad,Cheranellore → Panangad,forward
r13571066,r13571065,Cheranellore ↔ Panangad,Panangad → Cheranellore,backward
r13571179,r13571177,Puthukkalavattom ↔ Thevara,Puthukkalavattom → Thevara,forward
r13571179,r13571178,Puthukkalavattom ↔ Thevara,Thevara → Puthukkalavattom,backward
r13571525,r13571524,Aluva ↔ Ankamaly,Aluva → Ankamaly,forward
r13571525,r13571523,Aluva ↔ Ankamaly,Ankamaly → Aluva,backward
r13573162,r13573160,Aluva ↔ Panangad,Panangad → Aluva,backward
r13573162,r13573159,Aluva ↔ Panangad,Aluva → Panangad,forward
r13574912,r13574910,Edakochi ↔ Kakkanad,Edakochi → Kakkanad,forward
r13574912,r13574911,Edakochi ↔ Kakkanad,Kakkanad → Edakochi,backward
r13575127,r13575126,Kakkanad ↔ Panangad,Kakkanad → Panangad,forward
r13575127,r13575125,Kakkanad ↔ Panangad,Panangad → Kakkanad,backward
r13575547,r13575546,Eloor ↔ Mattancherry,Eloor → Mattancherry,forward
r13575547,r13575545,Eloor ↔ Mattancherry,Mattancherry → Eloor,backward
r13577501,r13577500,Kaloor ↔ Poothotta,Kaloor → Poothotta,forward
r13577501,r13577499,Kaloor ↔ Poothotta,Poothotta → Kaloor,backward
r13586170,r13718236,Kaloor ↔ Poothotta (via Kathrikadvu Road),Kaloor → Poothotta,unknown
r13586170,r13586168,Kaloor ↔ Poothotta (via Kathrikadvu Road),Poothotta → Kaloor,unknown
r13589067,r13589065,Aluva ↔ Poothotta,Aluva → Poothotta,forward
r13589067,r13589064,Aluva ↔ Poothotta,Poothotta → Aluva,backward
r13590426,r13590425,Aluva ↔ Chottanikara,Aluva → Chottanikara,forward
r13590426,r13590424,Aluva ↔ Chottanikara,Chottanikara → Aluva,backward
r13590488,r13590487,Aluva ↔ Eloor,Aluva → Eloor,forward
r13590488,r13590486,Aluva ↔ Eloor,Eloor → Aluva,backward
r13594889,r13594888,Aluva ↔ Wellington Island (via NAD and Padma),Aluva → Wellington Island (via NAD and Padma),forward
r13594889,r13594887,Aluva ↔ Wellington Island (via NAD and Padma),Wellington Island → Aluva (via NAD and Padma),unknown
r13595088,r13595086,Aluva ↔ Thoppumpady via Padma,Aluva → Thoppumpady,unknown
r13595088,r13595087,Aluva ↔ Thoppumpady via Padma,Thoppumpady → Aluva,unknown
r13600778,r13600776,Edakochi ↔ Ponekkara,Edakochi → Ponekkara,forward
r13600778,r13600777,Edakochi ↔ Ponekkara,Ponekkara → Edakochi,backward
r13601640,r13601639,Aluva ↔ Kalamassery,Aluva → Kalamassery,forward
r13601640,r13601638,Aluva ↔ Kalamassery,Kalamassery → Aluva,backward
r13606652,r13606650,Kumbalangi ↔ Ponekkara,Kumbalangi → Ponekkara,forward
r13606652,r13606651,Kumbalangi ↔ Ponekkara,Ponekkara → Kumbalangi,backward
r13606821,r13606820,Mattancherry ↔ Ponekkara,Mattancherry → Ponekkara,forward
r13606821,r13606819,Mattancherry ↔ Ponekkara,Ponekkara → Mattancherry,backward
r13606906,r13606905,Thrippoonithura ↔ Vyttila Mobility Hub,Thrippoonithura → Vyttila Mobility Hub,forward
r13606906,r13606904,Thrippoonithura ↔ Vyttila Mobility Hub,Vyttila Mobility Hub → Thrippoonithura,backward
r13606972,r13606970,Aluva ↔ Keezhmadu,Aluva → Keezhmadu,forward
r13606972,r13606971,Aluva ↔ Keezhmadu,Keezhmadu → Aluva,backward
r13609456,r13609455,High Court ↔ Njarakkal (via Vypin and Light House),High Court → Njarakkal,unknown
r13609456,r13609454,High Court ↔ Njarakkal (via Vypin and Light House),Njarakkal → High Court,unknown
r13610212,r13610211,High Court ↔ Poothotta,High Court → Poothotta,forward
r13610212,r13610210,High Court ↔ Poothotta,Poothotta → High Court,backward
r13610332,r13610330,Kakkanad ↔ Konthuruthy,Kakkanad → Konthuruthy,forward
r13610332,r13610331,Kakkanad ↔ Konthuruthy,Konthuruthy → Kakkanad,backward
r13610565,r13610564,Cheranelloor ↔ Perumpadappu,Cheranelloor → Perumpadappu,forward
r13610565,r13610563,Cheranelloor ↔ Perumpadappu,Perumpadappu → Cheranelloor,backward
r13610651,r13610650,Cheranelloor ↔ Kadavanthra,Cheranelloor → Kadavanthra,forward
r13610651,r13610649,Cheranelloor ↔ Kadavanthra,Kadavanthra → Cheranelloor,backward
r13610769,r13610768,Cheranelloor ↔ High Court,Cheranelloor → High Court,forward
r13610769,r13610767,Cheranelloor ↔ High Court,High Court → Cheranelloor,backward
r13611748,r3093531,Chellanam ↔ Cheranellore,Chellanam → Cheranellore,forward
r13611748,r13611747,Chellanam ↔ Cheranellore,Cheranellore → Chellanam,backward
r13612020,r13612019,Aluva ↔ Kalady (via Puthiyedam),Aluva → Kalady,unknown
r13612020,r13612018,Aluva ↔ Kalady (via Puthiyedam),Kalady → Aluva,unknown
r13612174,r13612173,Eloor ↔ Ernakulam Jetty,Eloor → Ernakulam Jetty,forward
r13612174,r13612172,Eloor ↔ Ernakulam Jetty,Ernakulam Jetty → Eloor,backward
r13616539,r13616538,Kadamakkudy ↔ Vyttila Mobility Hub,Kadamakkudy → Vyttila Mobility Hub,forward
r13616539,r13616537,Kadamakkudy ↔ Vyttila Mobility Hub,Vyttila Mobility Hub → Kadamakkudy,backward
r13616622,r13616621,High Court ↔ Mulavukad,High Court → Mulavukad,forward
r13616622,r13616620,High Court ↔ Mulavukad,Mulavukad → High Court,backward
r13617326,r13617325,Chittoor Temple ↔ Chottanikara,Chittoor Temple → Chottanikara,forward
r13617326,r13617324,Chittoor Temple ↔ Chottanikara,Chottanikara → Chittoor Temple,backward
r13617406,r13617404,Perumpadappu ↔ Amritha Hospital,Amritha Hospital → Perumpadappu,backward
r13617406,r13617405,Perumpadappu ↔ Amritha Hospital,Perumpadappu → Amritha Hospital,forward
r13619058,r13619057,Chittoor Ferry ↔ Fort Kochi,Chittoor Ferry → Fort Kochi,forward
r13619058,r13619056,Chittoor Ferry ↔ Fort Kochi,Fort Kochi → Chittoor Ferry,backward
r13619115,r13619114,Aluva ↔ Thevara (via Menaka),Aluva → Thevara,unknown
r13619115,r13619113,Aluva ↔ Thevara (via Menaka),Thevara → Aluva,unknown
r13626159,r13626157,High Court ↔ Pukkad,High Court → Pukkad,forward
r13626159,r13626158,High Court ↔ Pukkad,Pukkad → High Court,backward
r13626314,r13626312,Chittoor Ferry ↔ Mattancherry,Chittoor Ferry → Mattancherry,forward
r13626314,r13626313,Chittoor Ferry ↔ Mattancherry,Mattancherry → Chittoor Ferry,backward
r13626336,r13626335,Fort Kochi ↔ Kaloor,Fort Kochi → Kaloor,forward
r13626336,r13626334,Fort Kochi ↔ Kaloor,Kaloor → Fort Kochi,backward
r13626947,r13626945,Chittoor Ferry ↔ Thevara,Thevara → Chittoor Ferry,backward
r13626947,r13626946,Chittoor Ferry ↔ Thevara,Chittoor Ferry → Thevara,forward
r13627018,r13627016,Fort Kochi ↔ Ponekkara,Fort Kochi → Ponekkara,forward
r13627018,r13627017,Fort Kochi ↔ Ponekkara,Ponekkara → Fort Kochi,backward
r13627037,r13627035,Chellanam ↔ Kaloor,Chellanam → Kaloor,forward
r13627037,r13627036,Chellanam ↔ Kaloor,Kaloor → Chellanam,backward
r13627109,r13627107,Chittoor Temple ↔ Perumpadappu,Perumpadappu → Chittoor Temple,backward
r13627109,r13627108,Chittoor Temple ↔ Perumpadappu,Chittoor Temple → Perumpadappu,forward
r13627138,r13627137,Cheranelloor ↔ Edakochi,Cheranelloor → Edakochi,forward
r13627138,r13627136,Cheranelloor ↔ Edakochi,Edakochi → Cheranelloor,backward
r13628936,r13628935,High Court ↔ Thrippoonithura,High Court → Thrippoonithura,forward
r13628936,r13628934,High Court ↔ Thrippoonithura,Thrippoonithura → High Court,backward
r13629035,r13629033,Chittoor Ferry ↔ Thrippoonithura,Chittoor Ferry → Thrippoonithura,forward
r13629035,r13629034,Chittoor Ferry ↔ Thrippoonithura,Thrippoonithura → Chittoor Ferry,backward
r13629056,r13629054,Fort Kochi ↔ Palluruthy,Fort Kochi → Palluruthy,forward
r13629056,r13629055,Fort Kochi ↔ Palluruthy,Palluruthy → Fort Kochi,backward
r13629057,r10403637,North Paravur ↔ High Court,High Court → North Paravur,backward
r13629057,r10523911,North Paravur ↔ High Court,North Paravur → High Court,forward
r13629058,r13546063,Munambam ↔ High Court,Munambam → High Court,forward
r13629058,r13546062,Munambam ↔ High Court,High Court → Munambam,backward
r13629393,r13629392,Aluva ↔ Thrippoonithura,Aluva → Thrippoonithura,forward
r13629393,r13629391,Aluva ↔ Thrippoonithura,Thrippoonithura → Aluva,backward
r13635071,r13635070,Cheranellore ↔ Fort Kochi (via Padma),Cheranellore → Fort Kochi,unknown
r13635071,r13635069,Cheranellore ↔ Fort Kochi (via Padma),Fort Kochi → Cheranellore,unknown
r13637600,r13637599,North Paravur ↔ Vyttila (via Kottuvalli),North Paravur → Vyttila,unknown
r13637600,r13637598,North Paravur ↔ Vyttila (via Kottuvalli),Vyttila → North Paravur,unknown
r13637925,r13637923,North Paravur ↔ Kadamakkudy,Kadamakkudy → North Paravur,backward
r13637925,r13637924,North Paravur ↔ Kadamakkudy,North Paravur → Kadamakkudy,forward
r13638090,r13638088,North Paravur ↔ Kottayil Kovilakam,Kottayil Kovilakam → North Paravur,backward
r13638090,r13638089,North Paravur ↔ Kottayil Kovilakam,North Paravur → Kottayil Kovilakam,forward
r13638179,r13638177,High Court ↔ Appangad,Appangad → High Court,backward
r13638179,r13638178,High Court ↔ Appangad,High Court → Appangad,forward
r13641243,r13641242,Cheranelloor ↔ Mundamveli,Cheranelloor → Mundamveli,forward
r13641243,r13641241,Cheranelloor ↔ Mundamveli,Mundamveli → Cheranelloor,backward
r13641520,r13641519,Aluva ↔ Thrippoonithura,Aluva → Thrippoonithura,forward
r13641520,r13641518,Aluva ↔ Thrippoonithura,Thrippoonithura → Aluva,backward
r13641805,r13641803,Aluva ↔ Perumbavoor (via Kizhakambalam and Kadalikunnu),Perumbavoor → Aluva,unknown
r13641805,r13641804,Aluva ↔ Perumbavoor (via Kizhakambalam and Kadalikunnu),Aluva → Perumbavoor,unknown
r13641967,r13641965,Kaloor ↔ Kumbalangi,Kumbalangi → Kaloor,backward
r13641967,r13641966,Kaloor ↔ Kumbalangi,Kaloor → Kumbalangi,forward
r13642113,r13642112,Kakkanad ↔ Ernakulam South,Kakkanad → Ernakulam South,forward
r13642113,r13642111,Kakkanad ↔ Ernakulam South,Ernakulam South → Kakkanad,backward
r13642226,r13642225,Ponekkara ↔ Ernakulam Boat Jetty,Ponekkara → Ernakulam Boat Jetty,forward
r13642226,r13642224,Ponekkara ↔ Ernakulam Boat Jetty,Ernakulam Boat Jetty → Ponekkara,backward
r13642293,r13642291,Kaloor ↔ Panangad,Panangad → Kaloor,backward
r13642293,r13642292,Kaloor ↔ Panangad,Kaloor → Panangad,forward
r13642446,r13642445,Aluva ↔ Karimugal,Aluva → Karimugal,forward
r13642446,r13642444,Aluva ↔ Karimugal,Karimugal → Aluva,backward
r13642666,r13642665,Aluva ↔ Edayar,Aluva → Edayar,forward
r13642666,r13642664,Aluva ↔ Edayar,Edayar → Aluva,backward
r13642737,r13642735,Vyttila ↔ Varapuzha,Varapuzha → Vyttila,backward
r13642737,r13642736,Vyttila ↔ Varapuzha,Vyttila → Varapuzha,forward
r13644289,r13644288,Cheranelloor ↔ Thevara Ferry (via Chittor and Menaka),Cheranelloor → Thevara Ferry,unknown
r13644289,r13644287,Cheranelloor ↔ Thevara Ferry (via Chittor and Menaka),Thevara Ferry → Cheranelloor,unknown
r13644321,r13644319,Chittoor ↔ Thevara Ferry,Thevara Ferry → Chittoor,backward
r13644321,r13644320,Chittoor ↔ Thevara Ferry,Chittoor → Thevara Ferry,forward
r13644432,r13644431,Ponekkara ↔ Thevara Ferry,Ponekkara → Thevara Ferry,forward
r13644432,r13644430,Ponekkara ↔ Thevara Ferry,Thevara Ferry → Ponekkara,backward
r13644659,r13644658,Kakkanad ↔ Perumbavoor,Kakkanad → Perumbavoor,forward
r13644659,r13644657,Kakkanad ↔ Perumbavoor,Perumbavoor → Kakkanad,backward
r13644836,r13644835,Kakkanad ↔ Thrippoonithura,Kakkanad → Thrippoonithura,forward
r13644836,r13644834,Kakkanad ↔ Thrippoonithura,Thrippoonithura → Kakkanad,backward
r13645172,r13645170,Thrippoonithura ↔ Infopark,Infopark → Thrippoonithura,backward
r13645172,r13645171,Thrippoonithura ↔ Infopark,Thrippoonithura → Infopark,forward
r13645287,r13645286,Aluva ↔ Puthencruz (via Pazhamthottam),Aluva → Puthencruz,unknown
r13645287,r13645285,Aluva ↔ Puthencruz (via Pazhamthottam),Puthencruz → Aluva,unknown
r13645363,r13645362,Aluva ↔ Puthencruz (via Poothanamparambu),Aluva → Puthencruz,unknown
r13645363,r13645361,Aluva ↔ Puthencruz (via Poothanamparambu),Puthencruz → Aluva,unknown
r13645795,r13645794,North Paravur ↔ Kottuvally South (via Kalikulangara),North Paravur → Kottuvally South,unknown
r13645795,r13645793,North Paravur ↔ Kottuvally South (via Kalikulangara),Kottuvally South → North Paravur,unknown
r13646546,r13646545,Aluva ↔ Cochinshipyard,Aluva → Cochinshipyard,forward
r13646546,r13646544,Aluva ↔ Cochinshipyard,Cochinshipyard → Aluva,backward
r13648803,r13648802,Chittoor ↔ Kochu Kadavanthara,Chittoor → Kochu Kadavanthara,forward
r13648803,r13648801,Chittoor ↔ Kochu Kadavanthara,Kochu Kadavanthara → Chittoor,backward
r13648844,r13648842,Thrippoonithura ↔ Perumbavoor (via Kizhakkambalam),Perumbavoor → Thrippoonithura,unknown
r13648844,r13648843,Thrippoonithura ↔ Perumbavoor (via Kizhakkambalam),Thrippoonithura → Perumbavoor,unknown
r13649197,r13649196,Mattancherry ↔ Pukkattupady,Mattancherry → Pukkattupady,forward
r13649197,r13649195,Mattancherry ↔ Pukkattupady,Pukkattupady → Mattancherry,backward
r13649217,r13649216,Fort Kochi ↔ Pukkattupady,Fort Kochi → Pukkattupady,forward
r13649217,r13649215,Fort Kochi ↔ Pukkattupady,Pukkattupady → Fort Kochi,backward
r13649242,r13649241,Kakkanad ↔ Mattancherry,Kakkanad → Mattancherry,forward
r13649242,r13649240,Kakkanad ↔ Mattancherry,Mattancherry → Kakkanad,backward
r13649914,r13649913,Chellanam ↔ Thoppumpady,Chellanam → Thoppumpady,forward
r13649914,r13649912,Chellanam ↔ Thoppumpady,Thoppumpady → Chellanam,backward
r13653991,r13653990,Ponekkara ↔ Thevara,Ponekkara → Thevara,forward
r13653991,r13653989,Ponekkara ↔ Thevara,Thevara → Ponekkara,backward
r13656366,r13656365,Chittethukara ↔ Fort Kochi,Chittethukara → Fort Kochi,forward
r13656366,r13656364,Chittethukara ↔ Fort Kochi,Fort Kochi → Chittethukara,backward
r13656569,r13656568,Kakkanad ↔ Wellington Island,Kakkanad → Wellington Island,forward
r13656569,r13656567,Kakkanad ↔ Wellington Island,Wellington Island → Kakkanad,backward
r13656692,r13656691,Eloor ↔ Kadavanthra,Eloor → Kadavanthra,forward
r13656692,r13656690,Eloor ↔ Kadavanthra,Kadavanthra → Eloor,backward
r13656752,r13656751,Eloor ↔ Wellington Island,Eloor → Wellington Island,forward
r13656752,r13656750,Eloor ↔ Wellington Island,Wellington Island → Eloor,backward
r13657023,r13657022,Eloor ↔ Kumbalam,Eloor → Kumbalam,forward
r13657023,r13657021,Eloor ↔ Kumbalam,Kumbalam → Eloor,backward
r13657357,r13657356,Aluva ↔ Manjali (via Athani),Aluva → Manjali (via Athani),forward
r13657357,r13657355,Aluva ↔ Manjali (via Athani),Manjali → Aluva (via Athani),unknown
r13663933,r13663932,North Paravur ↔ Perumbavoor,North Paravur → Perumbavoor,forward
r13663933,r13663931,North Paravur ↔ Perumbavoor,Perumbavoor → North Paravur,backward
r13667682,r13667681,Chottanikkara ↔ Kothad Ferry,Chottanikkara → Kothad Ferry,forward
r13667682,r13667680,Chottanikkara ↔ Kothad Ferry,Kothad Ferry → Chottanikkara,backward
r13668802,r13668800,Chittoor Temple ↔ Fort Kochi,Fort Kochi → Chittoor Temple,backward
r13668802,r13668801,Chittoor Temple ↔ Fort Kochi,Chittoor Temple → Fort Kochi,forward
r13669763,r13669761,Kakkanad ↔ Perumpadappu (via Padma),Perumpadappu → Kakkanad,unknown
r13669763,r13669762,Kakkanad ↔ Perumpadappu (via Padma),Kakkanad → Perumpadappu,unknown
r13669818,r13669816,Ernakulam South ↔ North Paravur,North Paravur → Ernakulam South,backward
r13669818,r13669817,Ernakulam South ↔ North Paravur,Ernakulam South → North Paravur,forward
r13669870,r13669868,Perumpadappu ↔ Chittoor Ferry,Chittoor Ferry → Perumpadappu,backward
r13669870,r13669869,Perumpadappu ↔ Chittoor Ferry,Perumpadappu → Chittoor Ferry,forward
r13670060,r13670059,Perumpadappu ↔ Kaloor,Perumpadappu → Kaloor,forward
r13670060,r13670058,Perumpadappu ↔ Kaloor,Kaloor → Perumpadappu,backward
r13671522,r13671521,Thevara Ferry ↔ Kakkanad,Thevara Ferry → Kakkanad,forward
r13671522,r13671520,Thevara Ferry ↔ Kakkanad,Kakkanad → Thevara Ferry,backward
